Carrera,Grupo,Clave,Materia,CRN,Profesor,Dia,Hora inicio,Hora Fin,Aula,Modalidad
Abogado,6A,IC892,PROCEDIMIENTO CONTENCIOSO ADMINISTRATIVO,171637,MURILLO LAMAS OSCAR EFRAIN,SABADO,18,19,EL56,HIBRIDA
Abogado,6A,IC903,DERECHO PROCESAL MERCANTIL,171555,PARRA MAGAÑA FATIMA,SABADO,19,21,EL29,HIBRIDA
Abogado,6B,IC892,PROCEDIMIENTO CONTENCIOSO ADMINISTRATIVO,171638,MURILLO LAMAS OSCAR EFRAIN,LUNES,18,19,EL50,HIBRIDA
Abogado,6B,IC917,TOPICOS SELECTOS I,171697,GUTIERREZ HERNANDEZ HUMBERTO,MARTES,18,19,EL27,
Abogado,6B,IC905,DERECHO PROCESAL LABORAL,171554,AGUILAR NAVARRO RAUL,MIERCOLES,8,10,C8,HIBRIDA
Abogado,6B,IC924,OPTATIVA I,171635,LIZAOLA ZEPEDA GRACIELA GUADALUPE,MIERCOLES,10,12,C13,HIBRIDA
Abogado,6B,IC917,TOPICOS SELECTOS I,171697,GUTIERREZ HERNANDEZ HUMBERTO,MIERCOLES,12,14,A3,
Abogado,6B,IC902,DERECHO PROCESAL CIVIL,171552,LIZAOLA ZEPEDA GRACIELA GUADALUPE,MIERCOLES,14,16,B15,HIBRIDA
Abogado,6B,IC903,DERECHO PROCESAL MERCANTIL,171556,GUZMAN ARRAÑAGA KARLA CRISTINA,JUEVES,18,20,EL95,HIBRIDA
Abogado,6B,IC892,PROCEDIMIENTO CONTENCIOSO ADMINISTRATIVO,171638,MURILLO LAMAS OSCAR EFRAIN,VIERNES,8,10,C6,HIBRIDA
Abogado,6B,IC890,JUSTICIA CONSTITUCIONAL,171605,DAVILA GALLEGOS SERGIO ABRAHAM,VIERNES,10,12,C5,HIBRIDA
Abogado,6B,REC01,RECREACION Y APROVECHAMIENTO,,,VIERNES,12,14,AULA-RECREACION-4,
Abogado,6B,IC903,DERECHO PROCESAL MERCANTIL,171556,GUZMAN ARRAÑAGA KARLA CRISTINA,VIERNES,14,16,C11,HIBRIDA
Abogado,6B,IC911,ESTUDIO DE CASO DISCIPLINAR EN DERECHO PENAL,171594,GUTIERREZ HERNANDEZ HUMBERTO,VIERNES,16,18,B10,TOTAL PRESENCIAL
Abogado,6B,IC890,JUSTICIA CONSTITUCIONAL,171605,DAVILA GALLEGOS SERGIO ABRAHAM,SABADO,14,16,EL33,HIBRIDA
Abogado,6B,IC902,DERECHO PROCESAL CIVIL,171552,LIZAOLA ZEPEDA GRACIELA GUADALUPE,SABADO,16,18,EL22,HIBRIDA
Abogado,6B,IC924,OPTATIVA I,171635,LIZAOLA ZEPEDA GRACIELA GUADALUPE,SABADO,18,19,EL75,HIBRIDA
Abogado,6B,IC905,DERECHO PROCESAL LABORAL,171554,AGUILAR NAVARRO RAUL,SABADO,19,21,EL23,HIBRIDA
Abogado,7A,IC925,OPTATIVA II,176915,LIZAOLA ZEPEDA GRACIELA GUADALUPE,LUNES,8,10,A2,HIBRIDA
Abogado,7A,IC872,MECANISMOS ALTERNATIVOS DE SOLUCION DE CONTROVERSIAS,176912,REA CANO ERNESTO SAMUEL,LUNES,10,12,A13,HIBRIDA
Abogado,7A,IC896,DERECHO INTERNACIONAL PUBLICO,176882,SOULE FARIAS CARLOS,LUNES,12,14,B6,HIBRIDA
Abogado,7A,IC872,MECANISMOS ALTERNATIVOS DE SOLUCION DE CONTROVERSIAS,176912,REA CANO ERNESTO SAMUEL,LUNES,18,19,EL99,HIBRIDA
Abogado,7A,IC876,AMPARO,176874,URZUA MURILLO MARTHA LILIAN,MARTES,16,18,EL40,
Abogado,7A,IC896,DERECHO INTERNACIONAL PUBLICO,176882,SOULE FARIAS CARLOS,MARTES,18,19,EL98,HIBRIDA
Abogado,7A,IC876,AMPARO,176874,URZUA MURILLO MARTHA LILIAN,MIERCOLES,18,20,EL14,
Abogado,7A,IC918,TOPICOS SELECTOS II,176918,OROZCO TORRES AXEL FRANCISCO,JUEVES,18,20,EL97,HIBRIDA
Abogado,7A,IC914,ESTUDIO DE CASO DISCIPLINAR EN DERECHO LABORAL Y DE LA SEGURIDAD SOCIAL,176900,AHUMADA GONZALEZ APOLONIO,VIERNES,8,10,B7,TOTAL PRESENCIAL
Abogado,7A,IC915,ESTUDIO DE CASO DISCIPLINAR EN DERECHO MERCANTIL,176902,GUZMAN ARRAÑAGA KARLA CRISTINA,VIERNES,10,12,C12,TOTAL PRESENCIAL
Abogado,7A,IC918,TOPICOS SELECTOS II,176918,OROZCO TORRES AXEL FRANCISCO,VIERNES,12,14,B10,HIBRIDA
Abogado,7A,IC913,ESTUDIO DE CASO DISCIPLINAR EN DERECHO ADMINISTRATIVO Y FISCAL,176898,AHUMADA GONZALEZ APOLONIO,VIERNES,14,16,A1,TOTAL PRESENCIAL
Abogado,7A,IC925,OPTATIVA II,176915,LIZAOLA ZEPEDA GRACIELA GUADALUPE,SABADO,20,21,EL16,HIBRIDA
Abogado,8A,IC899,DERECHO DE AUTOR Y DE LA PROPIEDAD INDUSTRIAL,180137,AHUMADA GONZALEZ APOLONIO,LUNES,18,19,EL98,HIBRIDA
Abogado,8A,IC919,TOPICOS SELECTOS III,180454,REA CANO ERNESTO SAMUEL,MARTES,8,10,C1,HIBRIDA
Abogado,8A,REC01,RECREACION Y APROVECHAMIENTO,,,MARTES,10,12,AULA-RECREACION-5,
Abogado,8A,IC926,OPTATIVA III,180423,LOZA URIBE YARIELA ESTHER DE MONSERRAT,MARTES,12,14,B16,HIBRIDA
Abogado,8A,IC897,DERECHO INTERNACIONAL PRIVADO,180147,MURILLO LAMAS OSCAR EFRAIN,MARTES,14,16,A15,HIBRIDA
Abogado,8A,IC919,TOPICOS SELECTOS III,180454,REA CANO ERNESTO SAMUEL,MARTES,18,19,EL94,HIBRIDA
Abogado,8A,IC899,DERECHO DE AUTOR Y DE LA PROPIEDAD INDUSTRIAL,180137,AHUMADA GONZALEZ APOLONIO,JUEVES,8,10,B13,HIBRIDA
Abogado,8A,REC01,RECREACION Y APROVECHAMIENTO,,,JUEVES,10,12,AULA-RECREACION-32,
Abogado,8A,IC912,ESTUDIO DE CASO DISCIPLINAR EN DERECHO CIVIL,180243,DAVILA GALLEGOS SERGIO ABRAHAM,JUEVES,12,14,C3,TOTAL PRESENCIAL
Abogado,8A,IC916,ESTUDIO DE CASO DISCIPLINAR EN DERECHO CONSTITUCIONAL,180248,HURTADO LOPEZ IRMA VERONICA,JUEVES,14,16,B5,TOTAL PRESENCIAL
Abogado,8A,IC857,ETICA JURIDICA,180272,VENEGAS CAMARENA ALEJANDRA,JUEVES,16,18,B2,TOTAL PRESENCIAL
Abogado,8A,IC926,OPTATIVA III,180423,LOZA URIBE YARIELA ESTHER DE MONSERRAT,JUEVES,18,19,EL99,HIBRIDA
Abogado,8A,IC897,DERECHO INTERNACIONAL PRIVADO,180147,MURILLO LAMAS OSCAR EFRAIN,VIERNES,18,19,EL97,HIBRIDA
Abogado,8B,IC897,DERECHO INTERNACIONAL PRIVADO,180148,MURILLO LAMAS OSCAR EFRAIN,LUNES,8,10,B15,
Abogado,8B,IC926,OPTATIVA III,180424,MEZA AGUIRRE RAFAEL,LUNES,10,12,A4,
Abogado,8B,IC857,ETICA JURIDICA,180271,CORTES JOSE GILBERTO,LUNES,12,14,B12,
Abogado,8B,IC899,DERECHO DE AUTOR Y DE LA PROPIEDAD INDUSTRIAL,180138,GUTIERREZ HERNANDEZ HUMBERTO,LUNES,18,19,EL94,
Abogado,8B,IC899,DERECHO DE AUTOR Y DE LA PROPIEDAD INDUSTRIAL,180138,GUTIERREZ HERNANDEZ HUMBERTO,MIERCOLES,10,12,C5,
Abogado,8B,IC919,TOPICOS SELECTOS III,180455,AHUMADA GONZALEZ APOLONIO,MIERCOLES,12,14,C5,
Abogado,8B,IC912,ESTUDIO DE CASO DISCIPLINAR EN DERECHO CIVIL,180245,DAVILA GALLEGOS SERGIO ABRAHAM,MIERCOLES,14,16,B1,
Abogado,8B,IC916,ESTUDIO DE CASO DISCIPLINAR EN DERECHO CONSTITUCIONAL,180250,DAVILA GALLEGOS SERGIO ABRAHAM,MIERCOLES,16,18,A11,
Abogado,8B,IC897,DERECHO INTERNACIONAL PRIVADO,180148,MURILLO LAMAS OSCAR EFRAIN,JUEVES,18,19,EL100,
Abogado,8B,IC926,OPTATIVA III,180424,MEZA AGUIRRE RAFAEL,SABADO,17,18,EL53,
Abogado,8B,IC919,TOPICOS SELECTOS III,180455,AHUMADA GONZALEZ APOLONIO,SABADO,19,20,EL102,
Abogado,9A,IC894,DERECHO AGRARIO,188351,MARQUEZ ROSALES FRANCISCO,MARTES,18,19,EL100,HIBRIDA
Abogado,9A,IC922,SEMINARIO DE INVESTIGACION JURIDICA I,188384,VALENCIA SANDOVAL LETICIA,JUEVES,12,14,EL14,
Abogado,9A,IC898,JUSTICIA INTERNACIONAL,188363,IBARRA FLORES MIGUEL ANGEL,JUEVES,16,18,EL18,TOTAL PRESENCIAL
Abogado,9A,IC894,DERECHO AGRARIO,188351,MARQUEZ ROSALES FRANCISCO,VIERNES,8,10,C10,HIBRIDA
Abogado,9A,IC920,TOPICOS SELECTOS IV,228940,GUTIERREZ HERNANDEZ HUMBERTO,VIERNES,12,14,C2,
Abogado,9A,IC900,DERECHO NOTARIAL Y CORREDURIA PUBLICA,188353,MARQUEZ ROSALES FRANCISCO,VIERNES,14,16,B16,HIBRIDA
Abogado,9A,IC900,DERECHO NOTARIAL Y CORREDURIA PUBLICA,188353,MARQUEZ ROSALES FRANCISCO,VIERNES,18,19,EL99,HIBRIDA
Abogado,9A,IC920,TOPICOS SELECTOS IV,228940,GUTIERREZ HERNANDEZ HUMBERTO,SABADO,17,18,EL57,
Abogado,9A,IC898,JUSTICIA INTERNACIONAL,188363,IBARRA FLORES MIGUEL ANGEL,SABADO,18,19,EL83,TOTAL PRESENCIAL
Abogado,9A,IC922,SEMINARIO DE INVESTIGACION JURIDICA I,188384,VALENCIA SANDOVAL LETICIA,SABADO,21,22,EL21,
Abogado,10A,IC923,SEMINARIO DE INVESTIGACION JURIDICA II,193205,MURILLO LAMAS OSCAR EFRAIN,LUNES,10,12,B16,HIBRIDA
Abogado,10A,REC01,RECREACION Y APROVECHAMIENTO,,,LUNES,12,14,AULA-RECREACION-15,
Abogado,10A,IC921,TOPICOS SELECTOS V,193216,LIZAOLA ZEPEDA GRACIELA GUADALUPE,LUNES,14,16,C16,
Abogado,10A,IC923,SEMINARIO DE INVESTIGACION JURIDICA II,193205,MURILLO LAMAS OSCAR EFRAIN,JUEVES,20,21,EL40,HIBRIDA
Abogado,10A,IC921,TOPICOS SELECTOS V,193216,LIZAOLA ZEPEDA GRACIELA GUADALUPE,SABADO,17,18,EL47,
Abogado,10B,IC923,SEMINARIO DE INVESTIGACION JURIDICA II,193206,OROZCO TORRES AXEL FRANCISCO,LUNES,12,14,B8,
Abogado,10B,REC01,RECREACION Y APROVECHAMIENTO,,,VIERNES,10,12,AULA-RECREACION-14,
Abogado,10B,IC921,TOPICOS SELECTOS V,193217,FLORES LARA ANA ELIZABETH,VIERNES,16,18,EL32,
Abogado,10B,IC923,SEMINARIO DE INVESTIGACION JURIDICA II,193206,OROZCO TORRES AXEL FRANCISCO,SABADO,16,17,EL46,
Abogado,10B,IC921,TOPICOS SELECTOS V,193217,FLORES LARA ANA ELIZABETH,SABADO,20,21,EL34,
Doctorado en Ciencias en Mecatrónica,2A,V4416,TOPICOS EN SISTEMAS LINEALES,250846,ORTIZ TORRES GERARDO,JUEVES,16,18,Posgrados 1,
Doctorado en Ciencias en Mecatrónica,2A,V4310,SEMINARIO DE TESIS II,250751,CRUZ ROJAS ALAN,VIERNES,16,18,Posgrados 3,
Doctorado en Ciencias Fisico Matematicas,1A,I2513,SEMINARIO DE INVESTIGACION I,44203,ZATARAIN DURAN OMAR ALI,LUNES,8,10,Posgrados 2,
Doctorado en Ciencias Fisico Matematicas,1A,I2513,SEMINARIO DE INVESTIGACION I,112497,CERVANTES ALVAREZ JOSE ANTONIO,LUNES,12,14,Posgrados 2,
Doctorado en Ciencias Fisico Matematicas,1A,I2513,SEMINARIO DE INVESTIGACION I,103222,LOPEZ RUIZ SONIA,LUNES,14,16,Posgrados 2,
Doctorado en Ciencias Fisico Matematicas,1A,I2513,SEMINARIO DE INVESTIGACION I,44205,DE LA TORRE GOMORA MIGUEL ANGEL,MARTES,8,10,Posgrados 2,
Doctorado en Ciencias Fisico Matematicas,2A,I2514,SEMINARIO DE INVESTIGACION II,93450,VELASQUEZ ORDOÑEZ CELSO,LUNES,8,10,EL1,
Doctorado en Ciencias Fisico Matematicas,2A,I2446,SEMINARIO DE SENSADO REMOTO,205776,RUMBO MORALES JESSE YOE,LUNES,12,14,EL14,
Doctorado en Ciencias Fisico Matematicas,2C,I2514,SEMINARIO DE INVESTIGACION II,39408,MORAN LAZARO JUAN PABLO,LUNES,8,10,EL11,
Doctorado en Ciencias Fisico Matematicas,2C,I2514,SEMINARIO DE INVESTIGACION II,39409,ORTIZ TORRES GERARDO,LUNES,10,12,EL1,
Doctorado en Ciencias Fisico Matematicas,2C,I2491,SEMINARIO DE MODELADO MOLECULAR,212313,OJEDA MARTINEZ MIGUEL,VIERNES,8,10,Posgrados 1,
Doctorado en Ciencias Fisico Matematicas,3A,I2448,TOPICOS SELECTOS DE PROCESAMIENTO DE SE~ALES II,193096,CERVANTES ALVAREZ SALVADOR,MARTES,10,12,EL09,
Doctorado en Ciencias Fisico Matematicas,3B,I2515,SEMINARIO DE INVESTIGACION III,99147,CROS ANNE,JUEVES,8,10,EL10,
Doctorado en Ciencias Fisico Matematicas,3B,I2515,SEMINARIO DE INVESTIGACION III,74226,CERVANTES ALVAREZ JOSE ANTONIO,JUEVES,10,12,EL11,
Doctorado en Ciencias Fisico Matematicas,3B,I2458,SEMINARIO DE FISICA MATEMATICA III,123161,CROS ANNE,VIERNES,14,16,EL1,
Doctorado en Ciencias Fisico Matematicas,3C,I2515,SEMINARIO DE INVESTIGACION III,74227,MARTINEZ MERINO ALDO APARICIO,LUNES,10,12,Posgrados 3,
Doctorado en Ciencias Fisico Matematicas,3C,I2515,SEMINARIO DE INVESTIGACION III,99149,COUREL PIEDRAHITA MAYKEL,JUEVES,8,10,EL12,
Doctorado en Ciencias Fisico Matematicas,4A,I2516,SEMINARIO DE INVESTIGACION IV,83685,AVILA GEORGE HIMER,MIERCOLES,12,14,EL19,
Doctorado en Ciencias Fisico Matematicas,4A,I2516,SEMINARIO DE INVESTIGACION IV,88677,CERVANTES ALVAREZ SALVADOR,VIERNES,10,12,EL1,
Doctorado en Ciencias Fisico Matematicas,4B,I2516,SEMINARIO DE INVESTIGACION IV,99146,MADRIZ AGUILAR EDGAR,VIERNES,13,15,EL22,
Doctorado en Ciencias Fisico Matematicas,6A,I2448,TOPICOS SELECTOS DE PROCESAMIENTO DE SE~ALES II,250848,ALARCON MARTINEZ TERESA EFIGENIA,JUEVES,12,14,EL09,
Doctorado en Estudios Socioculturales,3A,V3505,SEMINARIO DE INVESTIGACION III,251019,OROZCO LOPEZ EFREN,LUNES,12,15,Posgrados 1,
Doctorado en Estudios Socioculturales,3A,V3502,METODOLOGIA DE LA INVESTIGACION CUALITATIVA,251003,MARTINEZ CURIEL ENRIQUE,MARTES,8,11,Posgrados 3,
Doctorado en Estudios Socioculturales,3A,V3515,"ESTADO, INSTITUCIONES Y DERECHOS HUMANOS",251104,NAVEJAS PADILLA RAMON GERARDO,MARTES,12,15,Sala Cómputo 2,
Doctorado en Estudios Socioeconomico y Territorial,3A,V3399,SEMINARIO DE INVESTIGACION III,251191,OROZCO LOPEZ EFREN,LUNES,16,18,Posgrados 3,
Doctorado en Estudios Socioeconomico y Territorial,3A,V3411,POBREZA Y POLITICA SOCIAL,251187,PLAZOLA MEZA EDUARDO,MARTES,14,16,Posgrados 3,
Doctorado en Estudios Socioeconomico y Territorial,3A,V3393,METODOS CUALITATIVOS DE ANALISIS,251552,MARTINEZ CURIEL ENRIQUE,VIERNES,8,11,Posgrados 4,
Eventos Especiales,S1,ACTEX,ACTIVIDAD EXTRAORDINARIA,,,,,,,
Eventos Especiales,S1,JBS01,PROGRAMA JOBS,,,LUNES,8,10,D16,
Eventos Especiales,S1,TFI01,TALLER DE FORMACION INTEGRAL,,,LUNES,8,10,B9,
Eventos Especiales,S1,JBS01,PROGRAMA JOBS,,,LUNES,12,14,D9,
Eventos Especiales,S1,TFI01,TALLER DE FORMACION INTEGRAL,,,LUNES,12,14,D11,
Eventos Especiales,S1,TFI01,TALLER DE FORMACION INTEGRAL,,,LUNES,14,16,D12,
Eventos Especiales,S1,JBS01,PROGRAMA JOBS,,,MARTES,8,10,C12,
Eventos Especiales,S1,JBS01,PROGRAMA JOBS,,,MARTES,12,14,D16,
Eventos Especiales,S1,OAT01,"ORIENTACION,ASESORIA O TUTORIA",,,MARTES,14,16,A14,
Eventos Especiales,S1,OAT01,"ORIENTACION,ASESORIA O TUTORIA",,,MARTES,14,16,A5,
Eventos Especiales,S1,TFI01,TALLER DE FORMACION INTEGRAL,,,MIERCOLES,8,10,A2,
Eventos Especiales,S1,OAT01,"ORIENTACION,ASESORIA O TUTORIA",,,MIERCOLES,10,12,CITA4,
Eventos Especiales,S1,TFI01,TALLER DE FORMACION INTEGRAL,,,MIERCOLES,12,14,AULA DE BAILE,
Eventos Especiales,S1,TFI01,TALLER DE FORMACION INTEGRAL,,,MIERCOLES,14,16,AULA DE BAILE,
Eventos Especiales,S1,OAT01,"ORIENTACION,ASESORIA O TUTORIA",,,JUEVES,8,10,SD1,
Eventos Especiales,S1,JBS01,PROGRAMA JOBS,,,JUEVES,12,14,D9,
Eventos Especiales,S1,JBS01,PROGRAMA JOBS,,,VIERNES,12,14,D11,
Ing. Diseno Molecular de Materiales,1A,IB638,SEMINARIO DE METODOS MATEMATICOS I,138770,OJEDA MARTINEZ MIGUEL,LUNES,8,10,C1,TOTAL PRESENCIAL
Ing. Diseno Molecular de Materiales,1A,IB651,TRANSFORMACIONES QUIMICAS,138774,OJEDA MARTINEZ MARIA LUISA,LUNES,10,12,C16,TOTAL PRESENCIAL
Ing. Diseno Molecular de Materiales,1A,IB652,ESTRUCTURA DE LA MATERIA,138658,SOSA MU~IZ MARIA DEL CARMEN,LUNES,12,14,B1,TOTAL PRESENCIAL
Ing. Diseno Molecular de Materiales,1A,IB651,TRANSFORMACIONES QUIMICAS,138774,OJEDA MARTINEZ MARIA LUISA,MARTES,8,10,D7,TOTAL PRESENCIAL
Ing. Diseno Molecular de Materiales,1A,IB652,ESTRUCTURA DE LA MATERIA,138658,SOSA MU~IZ MARIA DEL CARMEN,MARTES,10,12,C11,TOTAL PRESENCIAL
Ing. Diseno Molecular de Materiales,1A,I9881,METODOS MATEMATICOS I,138673,OJEDA MARTINEZ MIGUEL,MARTES,12,14,MOVIL - AULA 4,TOTAL PRESENCIAL
Ing. Diseno Molecular de Materiales,1A,I9887,PROGRAMACION,139327,LUQUIN PEREZ LUIS ALBERTO,MARTES,14,16,CITA1,
Ing. Diseno Molecular de Materiales,1A,TUT01,TUTORIAS,,,MIERCOLES,8,10,EL24,
Ing. Diseno Molecular de Materiales,1A,IB638,SEMINARIO DE METODOS MATEMATICOS I,138770,OJEDA MARTINEZ MIGUEL,MIERCOLES,10,12,B12,TOTAL PRESENCIAL
Ing. Diseno Molecular de Materiales,1A,I9881,METODOS MATEMATICOS I,138673,OJEDA MARTINEZ MIGUEL,MIERCOLES,12,14,C7,TOTAL PRESENCIAL
Ing. Diseno Molecular de Materiales,1A,REC04,RECREACION Y APROVECHAMIENTO,,,MIERCOLES,14,16,AULA-RECREACION-34,
Ing. Diseno Molecular de Materiales,1A,I9887,PROGRAMACION,139327,LUQUIN PEREZ LUIS ALBERTO,MIERCOLES,16,18,CITA2,
Ing. Diseno Molecular de Materiales,2A,I9883,METODOS MATEMATICOS II,145070,RODRIGUEZ OSORIO KARINA GABRIELA,LUNES,8,10,C15,TOTAL PRESENCIAL
Ing. Diseno Molecular de Materiales,2A,MOV03,ESPACIO PARA MOVILIDAD,,,LUNES,10,12,ESPACIO PARA MOVILIDAD-1,
Ing. Diseno Molecular de Materiales,2A,IB644,QUIMICA ORGANICA I,145173,HERNANDEZ GORDILLO ARMIN,LUNES,12,14,D8,TOTAL PRESENCIAL
Ing. Diseno Molecular de Materiales,2A,IB643,ELABORACION DE PROTOCOLO DE INVESTIGACION,182713,DELGADILLO JAUREGUI NESTOR FERNANDO,LUNES,14,16,A7,TOTAL PRESENCIAL
Ing. Diseno Molecular de Materiales,2A,IB646,QUIMICA ANALITICA CUANTITATIVA,145171,CARREON ALVAREZ MARIA ALEJANDRA,MARTES,8,10,MOVIL - AULA 5,TOTAL PRESENCIAL
Ing. Diseno Molecular de Materiales,2A,IB644,QUIMICA ORGANICA I,145173,HERNANDEZ GORDILLO ARMIN,MARTES,10,12,MOVIL - AULA 4,TOTAL PRESENCIAL
Ing. Diseno Molecular de Materiales,2A,REC04,RECREACION Y APROVECHAMIENTO,,,MARTES,12,14,AULA-RECREACION-11,
Ing. Diseno Molecular de Materiales,2A,IB673,TECNICAS DE CARACTERIZACION DE MATERIALES MOLECULARES,145224,SOSA MU~IZ MARIA DEL CARMEN,MARTES,14,16,B7,TOTAL PRESENCIAL
Ing. Diseno Molecular de Materiales,2A,I9883,METODOS MATEMATICOS II,145070,RODRIGUEZ OSORIO KARINA GABRIELA,JUEVES,8,10,B12,TOTAL PRESENCIAL
Ing. Diseno Molecular de Materiales,2A,IB643,ELABORACION DE PROTOCOLO DE INVESTIGACION,182713,DELGADILLO JAUREGUI NESTOR FERNANDO,JUEVES,10,12,MOVIL - AULA 5,TOTAL PRESENCIAL
Ing. Diseno Molecular de Materiales,2A,IB646,QUIMICA ANALITICA CUANTITATIVA,145171,CARREON ALVAREZ MARIA ALEJANDRA,JUEVES,12,14,MOVIL - AULA 5,TOTAL PRESENCIAL
Ing. Diseno Molecular de Materiales,2A,IB673,TECNICAS DE CARACTERIZACION DE MATERIALES MOLECULARES,145224,SOSA MU~IZ MARIA DEL CARMEN,JUEVES,14,16,MOVIL - AULA 2,TOTAL PRESENCIAL
Ing. Diseno Molecular de Materiales,2A,MOV03,ESPACIO PARA MOVILIDAD,,,JUEVES,16,18,ESPACIO PARA MOVILIDAD-6,
Ing. Diseno Molecular de Materiales,3A,MOV04,ESPACIO PARA MOVILIDAD,,,,,,,
Ing. Diseno Molecular de Materiales,3A,IB661,DISE?O DE NANOMATERIALES MOLECULARES HIBRIDOS,152126,OJEDA MARTINEZ MARIA LUISA,LUNES,8,10,MOVIL - AULA 4,TOTAL PRESENCIAL
Ing. Diseno Molecular de Materiales,3A,IB642,ESTRUCTURA DE DATOS,152741,GONZALEZ CONTRERAS CARLOS EDUARDO,MARTES,18,20,EL12,
Ing. Diseno Molecular de Materiales,3A,IB645,QUIMICA ORGANICA 11,152323,HERNANDEZ GORDILLO ARMIN,MIERCOLES,8,10,MOVIL - AULA 1,TOTAL PRESENCIAL
Ing. Diseno Molecular de Materiales,3A,REC04,RECREACION Y APROVECHAMIENTO,,,MIERCOLES,10,12,AULA-RECREACION-1,
Ing. Diseno Molecular de Materiales,3A,IB645,QUIMICA ORGANICA 11,152323,HERNANDEZ GORDILLO ARMIN,JUEVES,8,10,MOVIL - AULA 5,TOTAL PRESENCIAL
Ing. Diseno Molecular de Materiales,3A,IB639,SEMINARIO DE METODOS MATEMATICOS II,145219,TORREALBA GARCIA CLAUDIA JANET AMPARO,JUEVES,10,12,A2,TOTAL PRESENCIAL
Ing. Diseno Molecular de Materiales,3A,IB641,PROBABILIDAD Y ESTADISTICA,157943,TOSTADO PLASCENCIA MIRIAM MARCELA,JUEVES,12,14,D15,TOTAL PRESENCIAL
Ing. Diseno Molecular de Materiales,3A,IB642,ESTRUCTURA DE DATOS,152741,GONZALEZ CONTRERAS CARLOS EDUARDO,JUEVES,16,18,CITA3,
Ing. Diseno Molecular de Materiales,3A,IB661,DISE?O DE NANOMATERIALES MOLECULARES HIBRIDOS,152126,OJEDA MARTINEZ MARIA LUISA,VIERNES,10,12,C11,TOTAL PRESENCIAL
Ing. Diseno Molecular de Materiales,3A,IB639,SEMINARIO DE METODOS MATEMATICOS II,145219,TORREALBA GARCIA CLAUDIA JANET AMPARO,VIERNES,12,14,D15,TOTAL PRESENCIAL
Ing. Diseno Molecular de Materiales,3A,IB641,PROBABILIDAD Y ESTADISTICA,157943,TOSTADO PLASCENCIA MIRIAM MARCELA,VIERNES,14,16,A12,TOTAL PRESENCIAL
Ing. Diseno Molecular de Materiales,4A,IB653,BIOLOGIA CELULAR Y MOLECULAR,156251,CABARROI HERNANDEZ MILAY,LUNES,8,10,C4,HIBRIDA
Ing. Diseno Molecular de Materiales,4A,I9885,METODOS MATEMATICOS III,152297,RODRIGUEZ OSORIO KARINA GABRIELA,LUNES,10,12,C5,TOTAL PRESENCIAL
Ing. Diseno Molecular de Materiales,4A,REC04,RECREACION Y APROVECHAMIENTO,,,LUNES,12,14,AULA-RECREACION-1,
Ing. Diseno Molecular de Materiales,4A,IB650,ELECTRICIDAD Y MAGNETISMO,152129,OJEDA MARTINEZ MIGUEL,LUNES,14,16,C5,TOTAL PRESENCIAL
Ing. Diseno Molecular de Materiales,4A,IB653,BIOLOGIA CELULAR Y MOLECULAR,156251,CABARROI HERNANDEZ MILAY,LUNES,16,18,MOVIL - AULA 1,HIBRIDA
Ing. Diseno Molecular de Materiales,4A,IB650,ELECTRICIDAD Y MAGNETISMO,152129,OJEDA MARTINEZ MIGUEL,MIERCOLES,8,10,A15,TOTAL PRESENCIAL
Ing. Diseno Molecular de Materiales,4A,IB640,SEMINARIO DE METODOS MATEMATICOS III,152387,MIXTECO SANCHEZ JUAN CARLOS,MIERCOLES,10,12,B15,TOTAL PRESENCIAL
Ing. Diseno Molecular de Materiales,4A,I9885,METODOS MATEMATICOS III,152297,RODRIGUEZ OSORIO KARINA GABRIELA,MIERCOLES,12,14,C11,TOTAL PRESENCIAL
Ing. Diseno Molecular de Materiales,4A,IB655,ESPECTROSCOPIA MOLECULAR,156862,HERNANDEZ GORDILLO ARMIN,MIERCOLES,14,16,SD1,TOTAL PRESENCIAL
Ing. Diseno Molecular de Materiales,4A,MOV05,ESPACIO PARA MOVILIDAD,,,MIERCOLES,16,18,ESPACIO PARA MOVILIDAD-2,
Ing. Diseno Molecular de Materiales,4A,IB640,SEMINARIO DE METODOS MATEMATICOS III,152387,MIXTECO SANCHEZ JUAN CARLOS,JUEVES,10,12,C12,TOTAL PRESENCIAL
Ing. Diseno Molecular de Materiales,4A,IB655,ESPECTROSCOPIA MOLECULAR,156862,HERNANDEZ GORDILLO ARMIN,JUEVES,14,16,MOVIL - AULA 5,TOTAL PRESENCIAL
Ing. Diseno Molecular de Materiales,4A,MOV05,ESPACIO PARA MOVILIDAD,,,JUEVES,16,18,ESPACIO PARA MOVILIDAD-3,
Ing. Diseno Molecular de Materiales,5A,IB663,QUIMICA CUANTICA,206782,COUREL PIEDRAHITA MAYKEL,LUNES,10,12,SD1,TOTAL PRESENCIAL
Ing. Diseno Molecular de Materiales,5A,IB659,FISICOQUIMICA MOLECULAR,164298,OSEGUERA GALINDO DAVID OMAR,LUNES,12,14,B4,TOTAL PRESENCIAL
Ing. Diseno Molecular de Materiales,5A,IB657,NANOFOTONICA,164309,RENTERIA TAPIA VICTOR MANUEL,LUNES,14,16,A2,TOTAL PRESENCIAL
Ing. Diseno Molecular de Materiales,5A,IB656,NANOPARTICULAS Y NANOESTRUCTURAS,164310,VELASQUEZ ORDOÑEZ CELSO,MARTES,8,10,D1,TOTAL PRESENCIAL
